ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,daily,daily_lower,daily_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2018-03-14 04:00:00,3206.549696068818,272.06277864826956,2473.946226701511,3206.549696068818,3206.549696068818,-0.6615154403666137,-0.6615154403666137,-0.6615154403666137,-0.5685539802448867,-0.5685539802448867,-0.5685539802448867,0.0814480543621949,0.0814480543621949,0.0814480543621949,0.011513405759532074,0.011513405759532074,0.011513405759532074,0.0,0.0,0.0,1383.4531035158598
2018-03-14 05:00:00,3206.494718567252,1640.185632850081,3788.771916659655,3206.494718567252,3206.494718567252,-0.25296253328944307,-0.25296253328944307,-0.25296253328944307,-0.15924072238733025,-0.15924072238733025,-0.15924072238733025,0.08224212255367544,0.08224212255367544,0.08224212255367544,0.011479688348437385,0.011479688348437385,0.011479688348437385,0.0,0.0,0.0,2695.890183251444
2018-03-14 06:00:00,3206.439741065686,2894.273594298472,4995.343256003748,3206.439741065686,3206.439741065686,0.1370524903853989,0.1370524903853989,0.1370524903853989,0.23149529492217014,0.23149529492217014,0.23149529492217014,0.08299639772635556,0.08299639772635556,0.08299639772635556,0.011446406810415689,0.011446406810415689,0.011446406810415689,0.0,0.0,0.0,3948.7154545738535
2018-03-14 07:00:00,3206.3847635641205,3639.159081206546,5841.294636991844,3206.3847635641205,3206.3847635641205,0.3789781430364785,0.3789781430364785,0.3789781430364785,0.47410051219513116,0.47410051219513116,0.47410051219513116,0.08370880671909886,0.08370880671909886,0.08370880671909886,0.011413562439553833,0.011413562439553833,0.011413562439553833,0.0,0.0,0.0,4726.533422264534
2018-03-14 08:00:00,3206.329786062555,3747.719884095207,6012.448903145709,3206.329786062555,3206.329786062555,0.44057921267444433,0.44057921267444433,0.44057921267444433,0.5363385267511326,0.5363385267511326,0.5363385267511326,0.0843781575750496,0.0843781575750496,0.0843781575750496,0.01138115650163871,0.01138115650163871,0.01138115650163871,0.0,0.0,0.0,4926.00797979762
2018-03-14 09:00:00,3206.274808560989,3641.81792090951,5807.037296480429,3206.274808560989,3206.274808560989,0.3858947106760608,0.3858947106760608,0.3858947106760608,0.48224813456695126,0.48224813456695126,0.48224813456695126,0.08500423365674521,0.08500423365674521,0.08500423365674521,0.011349190234145348,0.011349190234145348,0.011349190234145348,0.0,0.0,0.0,4752.4948538985345
2018-03-14 10:00:00,3206.219831059423,3382.9711427935,5589.13092214745,3206.219831059423,3206.219831059423,0.3147676113308405,0.3147676113308405,0.3147676113308405,0.4116731407425182,0.4116731407425182,0.4116731407425182,0.08558786456547582,0.08558786456547582,0.08558786456547582,0.011317664846201867,0.011317664846201867,0.011317664846201867,0.0,0.0,0.0,4526.134418822602
2018-03-14 11:00:00,3206.1648535578574,3413.0766879798457,5541.519172769944,3206.1648535578574,3206.1648535578574,0.29766858955554887,0.29766858955554887,0.29766858955554887,0.3950861435077899,0.3950861435077899,0.3950861435077899,0.08613097243370586,0.08613097243370586,0.08613097243370586,0.011286581518535309,0.011286581518535309,0.011286581518535309,0.0,0.0,0.0,4472.876161000249
2018-03-14 12:00:00,3206.1098760562913,3503.798010371136,5745.153312364945,3206.1098760562913,3206.1098760562913,0.3504193509401906,0.3504193509401906,0.3504193509401906,0.4483118848864557,0.4483118848864557,0.4483118848864557,0.08663659254281082,0.08663659254281082,0.08663659254281082,0.011255941403454206,0.011255941403454206,0.011255941403454206,0.0,0.0,0.0,4643.447037744168
2018-03-14 13:00:00,3206.0548985547257,3882.1817679037767,5968.863014054652,3206.0548985547257,3206.0548985547257,0.4497214133142402,0.4497214133142402,0.4497214133142402,0.5480560265601592,0.5480560265601592,0.5480560265601592,0.087108867621107,0.087108867621107,0.087108867621107,0.011225745624811944,0.011225745624811944,0.011225745624811944,0.0,0.0,0.0,4963.152607190364
